Alpha-2,Alpha-3,Country,country code,Country-Code,Date,Iso 3166-2,over 1% dates,Region,Region-Code,Sub-Region,Number of Records,Sub-Region-Code,Xmas Normalized,Xmas Pcnt
MY,MYS,Malaysia,MY,458,9/14/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,6.990900389e-05,0.001090658
PH,PHL,Philippines,PH,608,9/14/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.002204832,0.008163280
SG,SGP,Singapore,SG,702,9/14/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,0.000113550,0.001508180
TH,THA,Thailand,TH,764,9/14/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,7.473445051e-06,0.000668550
CY,CYP,Cyprus,CY,196,9/14/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,9.226475371e-08,0.000104588
TR,TUR,Turkey,TR,792,9/14/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,4.763629234e-05,0.000394770
BG,BGR,Bulgaria,BG,100,9/14/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,6.827591775e-07,0.000165991
CZ,CZE,Czech Republic,CZ,203,9/14/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,1.895118041e-05,0.000642871
HU,HUN,Hungary,HU,348,9/14/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,8.100845376e-06,0.000425916
PL,POL,Poland,PL,616,9/14/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,8.512346177e-05,0.000749589
SK,SVK,Slovakia,SK,703,9/14/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,2.306618843e-06,0.000314199
DK,DNK,Denmark,DK,208,9/14/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000458122,0.003004297
EE,EST,Estonia,EE,233,9/14/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,1.485462535e-06,0.000239628
FI,FIN,Finland,FI,246,9/14/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000162820,0.001231862
GB,GBR,United Kingdom,GB,826,9/14/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001571822,0.001537901
IE,IRL,Ireland,IE,372,9/14/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,9.027183503e-05,0.001297956
IS,ISL,Iceland,IS,352,9/14/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.882200976e-05,0.001702948
LT,LTU,Lithuania,LT,440,9/14/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,9.318740125e-07,0.000157895
LV,LVA,Latvia,LV,428,9/14/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,2.675677858e-06,0.000335798
NO,NOR,Norway,NO,578,9/14/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000662387,0.003008910
SE,SWE,Sweden,SE,752,9/14/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001277876,0.002890764
AD,AND,Andorra,AD,20,9/14/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,9/14/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000404304,0.000937824
GR,GRC,Greece,GR,300,9/14/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,4.742408341e-06,0.000496117
IT,ITA,Italy,IT,380,9/14/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000208085,0.000796613
MT,MLT,Malta,MT,470,9/14/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,7.934768819e-07,0.000245427
PT,PRT,Portugal,PT,620,9/14/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,2.542816612e-05,0.000519950
AT,AUT,Austria,AT,40,9/14/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,3.658297485e-05,0.000877892
BE,BEL,Belgium,BE,56,9/14/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,6.740862906e-05,0.000947204
CH,CHE,Switzerland,CH,756,9/14/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,7.063789544e-05,0.000898359
DE,DEU,Germany,DE,276,9/14/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001454120,0.001732989
FR,FRA,France,FR,250,9/14/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000229619,0.000632399
LI,LIE,Liechtenstein,LI,438,9/14/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,9/14/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,9.041945864e-07,0.000323563
MC,MCO,Monaco,MC,492,9/14/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,9/14/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000854925,0.002108045
AU,AUS,Australia,AU,36,9/15/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000528013,0.001004150
NZ,NZL,New Zealand,NZ,554,9/15/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000109611,0.000909356
DO,DOM,Dominican Republic,DO,214,9/15/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,8.349960211e-06,0.000570107
CR,CRI,Costa Rica,CR,188,9/15/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,1.725350894e-05,0.000428340
GT,GTM,Guatemala,GT,320,9/15/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,5.434393994e-06,0.000337944
HN,HND,Honduras,HN,340,9/15/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,1.753030321e-06,0.000198643
MX,MEX,Mexico,MX,484,9/15/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000727129,0.000706571
NI,NIC,Nicaragua,NI,558,9/15/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,5.351355715e-07,0.000141208
PA,PAN,Panama,PA,591,9/15/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,4.751634816e-06,0.000390393
SV,SLV,El Salvador,SV,222,9/15/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,2.712583759e-06,0.000267540
CA,CAN,Canada,CA,124,9/15/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000590577,0.001092851
US,USA,United States of America,US,840,9/15/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.009724216,0.001753139
AR,ARG,Argentina,AR,32,9/15/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000188082,0.000547481
BO,BOL,Bolivia (Plurinational State of),BO,68,9/15/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,1.522368436e-06,0.000143167
BR,BRA,Brazil,BR,76,9/15/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000517107,0.000533707
CL,CHL,Chile,CL,152,9/15/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000130278,0.000451048
CO,COL,Colombia,CO,170,9/15/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,7.052717774e-05,0.000733532
EC,ECU,Ecuador,EC,218,9/15/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.143160298e-05,0.000372902
PE,PER,Peru,PE,604,9/15/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,7.846194656e-05,0.000647846
PY,PRY,Paraguay,PY,600,9/15/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,4.604011210e-06,0.000337927
UY,URY,Uruguay,UY,858,9/15/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,2.989378020e-06,0.000148974
HK,HKG,Hong Kong,HK,344,9/15/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,5.198196224e-05,0.001620215
JP,JPN,Japan,JP,392,9/15/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000110127,0.002455257
TW,TWN,"Taiwan, Province of China",TW,158,9/15/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,5.835745672e-05,0.001292140
ID,IDN,Indonesia,ID,360,9/15/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000127777,0.001056248
MY,MYS,Malaysia,MY,458,9/15/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,6.876492094e-05,0.001102002
PH,PHL,Philippines,PH,608,9/15/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.002370217,0.008959592
SG,SGP,Singapore,SG,702,9/15/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,0.000104102,0.001444356
TH,THA,Thailand,TH,764,9/15/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,6.421626858e-06,0.000578826
CY,CYP,Cyprus,CY,196,9/15/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,0,0
TR,TUR,Turkey,TR,792,9/15/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,4.720264800e-05,0.000388792
BG,BGR,Bulgaria,BG,100,9/15/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,2.675677858e-07,6.683844916e-05
CZ,CZE,Czech Republic,CZ,203,9/15/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,1.825919476e-05,0.000606449
HU,HUN,Hungary,HU,348,9/15/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,9.180342994e-06,0.000457286
PL,POL,Poland,PL,616,9/15/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,8.559401202e-05,0.000731731
SK,SVK,Slovakia,SK,703,9/15/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,1.762256796e-06,0.000257351
DK,DNK,Denmark,DK,208,9/15/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000427177,0.002503692
EE,EST,Estonia,EE,233,9/15/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,9.503269632e-07,0.000140966
FI,FIN,Finland,FI,246,9/15/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000184354,0.001204982
GB,GBR,United Kingdom,GB,826,9/15/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001604512,0.001499392
IE,IRL,Ireland,IE,372,9/15/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,9.234779199e-05,0.001260531
IS,ISL,Iceland,IS,352,9/15/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.605406715e-05,0.001455053
LT,LTU,Lithuania,LT,440,9/15/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,1.374744830e-06,0.000224909
LV,LVA,Latvia,LV,428,9/15/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,1.919106877e-06,0.000233661
NO,NOR,Norway,NO,578,9/15/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000716233,0.002892883
SE,SWE,Sweden,SE,752,9/15/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001451620,0.002811258
AD,AND,Andorra,AD,20,9/15/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,9/15/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000389597,0.000886200
GR,GRC,Greece,GR,300,9/15/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,3.718269575e-06,0.000383220
IT,ITA,Italy,IT,380,9/15/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000220264,0.000799793
MT,MLT,Malta,MT,470,9/15/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,6.735327021e-07,0.000203191
PT,PRT,Portugal,PT,620,9/15/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,2.497606883e-05,0.000500358
AT,AUT,Austria,AT,40,9/15/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,4.228493663e-05,0.000922323
BE,BEL,Belgium,BE,56,9/15/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,6.721487308e-05,0.000877461
CH,CHE,Switzerland,CH,756,9/15/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,8.304750482e-05,0.000982629
DE,DEU,Germany,DE,276,9/15/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001471715,0.001561632
FR,FRA,France,FR,250,9/15/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000242730,0.000620779
LI,LIE,Liechtenstein,LI,438,9/15/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,9/15/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,8.765151603e-07,0.000295249
MC,MCO,Monaco,MC,492,9/15/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,9/15/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000827292,0.001896993
AU,AUS,Australia,AU,36,9/16/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000514819,0.001030933
NZ,NZL,New Zealand,NZ,554,9/16/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000105090,0.000961159
DO,DOM,Dominican Republic,DO,214,9/16/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,1.012144348e-05,0.000705215
CR,CRI,Costa Rica,CR,188,9/16/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,1.743803845e-05,0.000439297
GT,GTM,Guatemala,GT,320,9/16/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,5.517432272e-06,0.000354533
HN,HND,Honduras,HN,340,9/16/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,2.103636385e-06,0.000238613
MX,MEX,Mexico,MX,484,9/16/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000603541,0.000672428
NI,NIC,Nicaragua,NI,558,9/16/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,7.012121282e-07,0.000187012
PA,PAN,Panama,PA,591,9/16/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,5.480526370e-06,0.000484901
SV,SLV,El Salvador,SV,222,9/16/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,2.620319005e-06,0.000261571
CA,CAN,Canada,CA,124,9/16/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000549040,0.001094040
US,USA,United States of America,US,840,9/16/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.008275263,0.001674030
AR,ARG,Argentina,AR,32,9/16/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000171576,0.000513357
BO,BOL,Bolivia (Plurinational State of),BO,68,9/16/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,9.964593401e-07,0.000104680
BR,BRA,Brazil,BR,76,9/16/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000445639,0.000480117
CL,CHL,Chile,CL,152,9/16/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000130296,0.000459345
CO,COL,Colombia,CO,170,9/16/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,7.048104536e-05,0.000795545
EC,ECU,Ecuador,EC,218,9/16/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.198519151e-05,0.000407164
PE,PER,Peru,PE,604,9/16/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,7.602615706e-05,0.000664404
PY,PRY,Paraguay,PY,600,9/16/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,4.299537523e-06,0.000332901
UY,URY,Uruguay,UY,858,9/16/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,2.426563023e-06,0.000133410
HK,HKG,Hong Kong,HK,344,9/16/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,4.962921102e-05,0.001621587
JP,JPN,Japan,JP,392,9/16/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000119843,0.002612387
TW,TWN,"Taiwan, Province of China",TW,158,9/16/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,5.149295905e-05,0.001310551
ID,IDN,Indonesia,ID,360,9/16/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000108771,0.000972557
MY,MYS,Malaysia,MY,458,9/16/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,5.188047101e-05,0.000965300
PH,PHL,Philippines,PH,608,9/16/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.002436546,0.009716487
SG,SGP,Singapore,SG,702,9/16/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,9.747771230e-05,0.001505844
TH,THA,Thailand,TH,764,9/16/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,6.449306284e-06,0.000618565
CY,CYP,Cyprus,CY,196,9/16/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,0,0
TR,TUR,Turkey,TR,792,9/16/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,4.278316630e-05,0.000381684
BG,BGR,Bulgaria,BG,100,9/16/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,4.613237686e-07,0.000144467
CZ,CZE,Czech Republic,CZ,203,9/16/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,2.045509590e-05,0.000806482
HU,HUN,Hungary,HU,348,9/16/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,8.682113324e-06,0.000504498
PL,POL,Poland,PL,616,9/16/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,9.503269632e-05,0.000874951
SK,SVK,Slovakia,SK,703,9/16/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,2.887886791e-06,0.000464363
DK,DNK,Denmark,DK,208,9/16/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000400152,0.002657136
EE,EST,Estonia,EE,233,9/16/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,1.079497618e-06,0.000189087
FI,FIN,Finland,FI,246,9/16/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000182389,0.001287880
GB,GBR,United Kingdom,GB,826,9/16/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001693879,0.001690601
IE,IRL,Ireland,IE,372,9/16/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,0.000117066,0.001631530
IS,ISL,Iceland,IS,352,9/16/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.951399541e-05,0.001980999
LT,LTU,Lithuania,LT,440,9/16/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,9.780063893e-07,0.000182898
LV,LVA,Latvia,LV,428,9/16/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,3.100095725e-06,0.000445826
NO,NOR,Norway,NO,578,9/16/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000641009,0.002931831
SE,SWE,Sweden,SE,752,9/16/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001352841,0.002965620
AD,AND,Andorra,AD,20,9/16/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,9/16/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000344821,0.000877901
GR,GRC,Greece,GR,300,9/16/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,3.958157934e-06,0.000413645
IT,ITA,Italy,IT,380,9/16/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000210502,0.000811408
MT,MLT,Malta,MT,470,9/16/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,4.797767193e-07,0.000179365
PT,PRT,Portugal,PT,620,9/16/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,1.955090131e-05,0.000489190
AT,AUT,Austria,AT,40,9/16/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,4.951849332e-05,0.001151014
BE,BEL,Belgium,BE,56,9/16/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,7.769614910e-05,0.001000943
CH,CHE,Switzerland,CH,756,9/16/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,8.155281580e-05,0.001026043
DE,DEU,Germany,DE,276,9/16/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001604503,0.001767810
FR,FRA,France,FR,250,9/16/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000269062,0.000687904
LI,LIE,Liechtenstein,LI,438,9/16/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,9/16/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,7.934768819e-07,0.000278961
MC,MCO,Monaco,MC,492,9/16/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,9/16/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000907009,0.002240563
AU,AUS,Australia,AU,36,9/17/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000521997,0.001064151
NZ,NZL,New Zealand,NZ,554,9/17/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000104241,0.001005766
DO,DOM,Dominican Republic,DO,214,9/17/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,8.802057504e-06,0.000657887
CR,CRI,Costa Rica,CR,188,9/17/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,1.680141165e-05,0.000475734
GT,GTM,Guatemala,GT,320,9/17/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,5.785000058e-06,0.000389007
HN,HND,Honduras,HN,340,9/17/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,1.836068599e-06,0.000220969
MX,MEX,Mexico,MX,484,9/17/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000542830,0.000708267
NI,NIC,Nicaragua,NI,558,9/17/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,5.628149976e-07,0.000167064
PA,PAN,Panama,PA,591,9/17/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,5.406714567e-06,0.000559360
SV,SLV,El Salvador,SV,222,9/17/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,2.675677858e-06,0.000294631
CA,CAN,Canada,CA,124,9/17/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000563959,0.001200233
US,USA,United States of America,US,840,9/17/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.008642596,0.001931277
AR,ARG,Argentina,AR,32,9/17/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000151111,0.000522574
BO,BOL,Bolivia (Plurinational State of),BO,68,9/17/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,1.199441798e-06,0.000136765
BR,BRA,Brazil,BR,76,9/17/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000399986,0.000501660
CL,CHL,Chile,CL,152,9/17/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000123090,0.000473836
CO,COL,Colombia,CO,170,9/17/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,6.334897990e-05,0.000821656
EC,ECU,Ecuador,EC,218,9/17/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.137624413e-05,0.000429418
PE,PER,Peru,PE,604,9/17/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,6.597852538e-05,0.000656970
PY,PRY,Paraguay,PY,600,9/17/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,3.053963348e-06,0.000266803
UY,URY,Uruguay,UY,858,9/17/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,1.946786303e-06,0.000131770
HK,HKG,Hong Kong,HK,344,9/17/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,4.651988882e-05,0.001588505
JP,JPN,Japan,JP,392,9/17/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000122315,0.002700841
TW,TWN,"Taiwan, Province of China",TW,158,9/17/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,5.098550290e-05,0.001260133
ID,IDN,Indonesia,ID,360,9/17/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000117398,0.001039096
MY,MYS,Malaysia,MY,458,9/17/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,5.698271189e-05,0.001035058
PH,PHL,Philippines,PH,608,9/17/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.002804009,0.011251116
SG,SGP,Singapore,SG,702,9/17/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,0.000101113,0.001568623
TH,THA,Thailand,TH,764,9/17/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,6.550797513e-06,0.000613526
CY,CYP,Cyprus,CY,196,9/17/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,0,0
TR,TUR,Turkey,TR,792,9/17/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,4.048577393e-05,0.000386104
BG,BGR,Bulgaria,BG,100,9/17/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,3.413795887e-07,0.000112251
CZ,CZE,Czech Republic,CZ,203,9/17/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,2.075956958e-05,0.000830529
HU,HUN,Hungary,HU,348,9/17/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,1.169917077e-05,0.000732971
PL,POL,Poland,PL,616,9/17/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,9.853875696e-05,0.001009335
SK,SVK,Slovakia,SK,703,9/17/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,2.647998431e-06,0.000420737
DK,DNK,Denmark,DK,208,9/17/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000408650,0.003193785
EE,EST,Estonia,EE,233,9/17/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,8.396092588e-07,0.000155320
FI,FIN,Finland,FI,246,9/17/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000159166,0.001393088
GB,GBR,United Kingdom,GB,826,9/17/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001765283,0.001957828
IE,IRL,Ireland,IE,372,9/17/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,9.814201852e-05,0.001605599
IS,ISL,Iceland,IS,352,9/17/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.532517559e-05,0.001713622
LT,LTU,Lithuania,LT,440,9/17/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,1.144082946e-06,0.000233463
LV,LVA,Latvia,LV,428,9/17/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,2.445015973e-06,0.000380532
NO,NOR,Norway,NO,578,9/17/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000656676,0.003583746
SE,SWE,Sweden,SE,752,9/17/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001181856,0.003256612
AD,AND,Andorra,AD,20,9/17/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,9/17/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000308589,0.000896151
GR,GRC,Greece,GR,300,9/17/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,3.828987279e-06,0.000434418
